input_image,output,flag,username,timestamp
"{""path"":""flagged/input_image/f1c08eb7bc4abff0d2a6/20200518100836734757.jpg"",""url"":""http://127.0.0.1:7860/file=/private/var/folders/z0/6kxrk0d521g4n26x55th_8dh0000gn/T/gradio/d2e2fb2bb975193dd31814f3549e7dce533fe214/20200518100836734757.jpg"",""size"":381902,""orig_name"":""20200518100836734757.jpg"",""mime_type"":""""}","{""path"":""flagged/output/15b0c8a52196afc32623/image.png"",""url"":null,""size"":null,""orig_name"":""image.png"",""mime_type"":null}",,,2023-12-18 17:49:38.287458
